date,position,song,artist,popularity,duration_ms,album_type,total_tracks,is_explicit,album_cover_url
22-12-2024,46,2000 Miles - 2007 Remaster,Pretenders,78,220426,album,17,FALSE,https://i.scdn.co/image/ab67616d0000b2735436a01d3b621036889cffe6
22-12-2024,47,My Love Mine All Mine,Mitski,98,137773,album,11,FALSE,https://i.scdn.co/image/ab67616d0000b27334f21d3047d85440dfa37f10
22-12-2024,48,Santa Baby (with Henri René & His Orchestra),Eartha Kitt,79,206066,album,14,FALSE,https://i.scdn.co/image/ab67616d0000b273cfbcba7cc35a40e08e5aff67
22-12-2024,49,Lonely This Christmas,Mud,78,213160,album,23,FALSE,https://i.scdn.co/image/ab67616d0000b27379fb80e5cd7fbc8be0f08b9a
22-12-2024,50,Blue Christmas,Elvis Presley,89,129173,album,12,FALSE,https://i.scdn.co/image/ab67616d0000b273aa509be2dd24fb6c753cf292
23-12-2024,1,Last Christmas - Single Version,Wham!,89,265960,album,16,FALSE,https://i.scdn.co/image/ab67616d0000b2734b68569ae3fdd6fcd0f98615
23-12-2024,2,All I Want for Christmas Is You,Mariah Carey,100,241106,album,10,FALSE,https://i.scdn.co/image/ab67616d0000b2734246e3158421f5abb75abc4f
23-12-2024,3,Rockin' Around The Christmas Tree,Brenda Lee,98,126266,album,12,FALSE,https://i.scdn.co/image/ab67616d0000b2737845f74d6db14b400fa61cd3
23-12-2024,4,Fairytale of New York (feat. Kirsty MacColl),The Pogues,82,272466,album,19,FALSE,https://i.scdn.co/image/ab67616d0000b273d0ccf94a2d981db731f5dab8
23-12-2024,5,Santa Tell Me,Ariana Grande,96,204093,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b273a1db745e63940bc06985dea5
23-12-2024,6,It's Beginning to Look a Lot like Christmas,Michael Bublé,87,207199,album,21,FALSE,https://i.scdn.co/image/ab67616d0000b2732ead7786631d8dd3b59be4f0
23-12-2024,7,Let It Snow! Let It Snow! Let It Snow!,Dean Martin,95,117146,album,12,FALSE,https://i.scdn.co/image/ab67616d0000b2736d88028a85c771f37374c8ea
23-12-2024,8,Jingle Bell Rock,Bobby Helms,94,130973,single,2,FALSE,https://i.scdn.co/image/ab67616d0000b273fd56f3c7a294f5cfe51c7b17
23-12-2024,9,It's the Most Wonderful Time of the Year,Andy Williams,79,151000,album,12,FALSE,https://i.scdn.co/image/ab67616d0000b273585897779cf3591ba0f07650
23-12-2024,10,Stick Season,Noah Kahan,93,182346,album,14,FALSE,https://i.scdn.co/image/ab67616d0000b2736ee35072df1af802cca09918
23-12-2024,11,Underneath the Tree,Kelly Clarkson,86,229640,album,14,FALSE,https://i.scdn.co/image/ab67616d0000b273f54a315f1d2445791fe601a7
23-12-2024,12,Do They Know It's Christmas? - 1984 Version,Band Aid,89,222533,single,2,FALSE,https://i.scdn.co/image/ab67616d0000b273d549b09f0264901929eaa6e8
23-12-2024,13,Holly Jolly Christmas,Michael Bublé,83,119786,album,16,FALSE,https://i.scdn.co/image/ab67616d0000b27395517befb15ad5d63af701ab
23-12-2024,14,Driving Home for Christmas,Chris Rea,75,239946,compilation,13,FALSE,https://i.scdn.co/image/ab67616d0000b273074c5d0ef113a4c2f64fedeb
23-12-2024,15,Sleigh Ride,The Ronettes,83,181266,album,15,FALSE,https://i.scdn.co/image/ab67616d0000b2731f0d5a8ff630fd5944c3936d
23-12-2024,16,Happy Xmas (War Is Over) - Remastered 2010,John Lennon,92,214333,compilation,119,FALSE,https://i.scdn.co/image/ab67616d0000b27361a389971d7842d02b0623ab
23-12-2024,17,Merry Christmas Everyone,Shakin' Stevens,91,220160,album,13,FALSE,https://i.scdn.co/image/ab67616d0000b273d962f3b4235f8c6429a829fb
23-12-2024,18,Step Into Christmas - Remastered 1995,Elton John,85,272333,album,14,FALSE,https://i.scdn.co/image/ab67616d0000b27368f5959744717483eed212b2
23-12-2024,19,Lovin On Me,Jack Harlow,96,138411,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b273fcf4adae77baba5d0169e8e8
23-12-2024,20,I Wish It Could Be Christmas Everyday,Wizzard,82,278946,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b2739c462c3958ef80ae2835540c
23-12-2024,21,Merry Christmas,Ed Sheeran & Elton John,89,208546,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b273b629026e4cf6254a90dfc414
23-12-2024,22,Wonderful Christmastime - Edited Version / Remastered 2011,Paul McCartney,91,227653,album,19,FALSE,https://i.scdn.co/image/ab67616d0000b2733cef016d13d82873d45af84a
23-12-2024,23,Snowman,Sia,94,165900,album,13,FALSE,https://i.scdn.co/image/ab67616d0000b273d1410c1372fab1e516328fa8
23-12-2024,24,Feliz Navidad,José Feliciano,88,182066,album,15,FALSE,https://i.scdn.co/image/ab67616d0000b273c8ac560f803bba4902f8bbc5
23-12-2024,25,Mistletoe,Justin Bieber,92,182946,album,15,FALSE,https://i.scdn.co/image/ab67616d0000b273af0aff7f601df9ed6d2d531d
23-12-2024,26,Christmas (Baby Please Come Home),Darlene Love,85,166453,album,15,FALSE,https://i.scdn.co/image/ab67616d0000b2734bd42504ca3569f71af64fc8
23-12-2024,27,One More Sleep,Leona Lewis,84,239586,album,10,FALSE,https://i.scdn.co/image/ab67616d0000b273b9eeb2705c983089c2412a80
23-12-2024,28,Merry Xmas Everybody,Slade,82,223720,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b2739603b249275507cc454d7d23
23-12-2024,29,The Christmas Song (Merry Christmas To You),Nat King Cole,73,190973,album,36,FALSE,https://i.scdn.co/image/ab67616d0000b273deac5adf07affb5fec422701
23-12-2024,30,Santa Claus Is Coming To Town,The Jackson 5,87,144013,album,11,FALSE,https://i.scdn.co/image/ab67616d0000b27308a0fe33e91b991d2c9c9cde
23-12-2024,31,Christmas Lights,Coldplay,85,242495,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b2735f30d36db3dd22681531d1da
23-12-2024,32,greedy,Tate McRae,98,131872,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b27322fd802bc61db666c7c81aa8
23-12-2024,33,DJ Play A Christmas Song,Cher,82,209106,album,13,FALSE,https://i.scdn.co/image/ab67616d0000b273975b86124c181e9477f0d154
23-12-2024,34,Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet),Frank Sinatra,91,155453,album,14,FALSE,https://i.scdn.co/image/ab67616d0000b273df1066335619efa75889bcfc
23-12-2024,35,"Santa, Can’t You Hear Me",Kelly Clarkson,87,242644,album,15,FALSE,https://i.scdn.co/image/ab67616d0000b2731fa667a7a53c7072fed91a17
23-12-2024,36,Strangers,Kenya Grace,95,172964,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b2734756c2e9ae436437cd75e9f3
23-12-2024,37,Prada,cassö & RAYE & D-Block Europe,92,132359,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b273e4b7dccdfd54375ded9ccc5c
23-12-2024,38,Winter Wonderland - Spotify Singles Holiday,Laufey,87,132800,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b273d16831527ee5c1edd9327b78
23-12-2024,39,A Holly Jolly Christmas,Burl Ives,91,135533,album,12,FALSE,https://i.scdn.co/image/ab67616d0000b273efe2a536761d4f8e8401ae62
23-12-2024,40,Little Saint Nick - 1991 Remix,The Beach Boys,85,118840,album,12,FALSE,https://i.scdn.co/image/ab67616d0000b27308c270b3ef1602ff84ed2c05
23-12-2024,41,White Christmas - 1947 Version,Bing Crosby & Fred Astaire,90,177480,album,12,FALSE,https://i.scdn.co/image/ab67616d0000b2735e8ed9b5848e7139dc087c48
23-12-2024,42,Sprinter,Dave & Central Cee,90,229133,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b273e3a09a9ae3f1fa102c110e60
23-12-2024,43,2000 Miles - 2007 Remaster,Pretenders,79,220426,album,17,FALSE,https://i.scdn.co/image/ab67616d0000b2735436a01d3b621036889cffe6
23-12-2024,44,Santa Baby (with Henri René & His Orchestra),Eartha Kitt,79,206066,album,14,FALSE,https://i.scdn.co/image/ab67616d0000b273cfbcba7cc35a40e08e5aff67
23-12-2024,45,Blue Christmas,Elvis Presley,89,129173,album,12,FALSE,https://i.scdn.co/image/ab67616d0000b273aa509be2dd24fb6c753cf292
23-12-2024,46,Run Rudolph Run,Chuck Berry,88,165733,album,20,FALSE,https://i.scdn.co/image/ab67616d0000b27339807cff601735a3dec9e24c
23-12-2024,47,vampire,Olivia Rodrigo,94,219724,album,12,TRUE,https://i.scdn.co/image/ab67616d0000b273e85259a1cae29a8d91f2093d
23-12-2024,48,Cruel Summer,Taylor Swift,98,178426,album,18,FALSE,https://i.scdn.co/image/ab67616d0000b273e787cffec20aa2a396a61647
23-12-2024,49,Lonely This Christmas,Mud,78,213160,album,23,FALSE,https://i.scdn.co/image/ab67616d0000b27379fb80e5cd7fbc8be0f08b9a
23-12-2024,50,Water,Tyla,94,200255,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b273d20231861e86a6f74ef2393e
24-12-2024,1,Last Christmas - Single Version,Wham!,89,265960,album,16,FALSE,https://i.scdn.co/image/ab67616d0000b2734b68569ae3fdd6fcd0f98615
24-12-2024,2,All I Want for Christmas Is You,Mariah Carey,100,241106,album,10,FALSE,https://i.scdn.co/image/ab67616d0000b2734246e3158421f5abb75abc4f
24-12-2024,3,Rockin' Around The Christmas Tree,Brenda Lee,98,126266,album,12,FALSE,https://i.scdn.co/image/ab67616d0000b2737845f74d6db14b400fa61cd3
24-12-2024,4,Fairytale of New York (feat. Kirsty MacColl),The Pogues,82,272466,album,19,FALSE,https://i.scdn.co/image/ab67616d0000b273d0ccf94a2d981db731f5dab8
24-12-2024,5,It's Beginning to Look a Lot like Christmas,Michael Bublé,87,207199,album,21,FALSE,https://i.scdn.co/image/ab67616d0000b2732ead7786631d8dd3b59be4f0
24-12-2024,6,Santa Tell Me,Ariana Grande,96,204093,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b273a1db745e63940bc06985dea5
24-12-2024,7,Let It Snow! Let It Snow! Let It Snow!,Dean Martin,95,117146,album,12,FALSE,https://i.scdn.co/image/ab67616d0000b2736d88028a85c771f37374c8ea
24-12-2024,8,Jingle Bell Rock,Bobby Helms,94,130973,single,2,FALSE,https://i.scdn.co/image/ab67616d0000b273fd56f3c7a294f5cfe51c7b17
24-12-2024,9,It's the Most Wonderful Time of the Year,Andy Williams,79,151000,album,12,FALSE,https://i.scdn.co/image/ab67616d0000b273585897779cf3591ba0f07650
24-12-2024,10,Underneath the Tree,Kelly Clarkson,86,229640,album,14,FALSE,https://i.scdn.co/image/ab67616d0000b273f54a315f1d2445791fe601a7
24-12-2024,11,Do They Know It's Christmas? - 1984 Version,Band Aid,89,222533,single,2,FALSE,https://i.scdn.co/image/ab67616d0000b273d549b09f0264901929eaa6e8
24-12-2024,12,Sleigh Ride,The Ronettes,84,181266,album,15,FALSE,https://i.scdn.co/image/ab67616d0000b2731f0d5a8ff630fd5944c3936d
24-12-2024,13,Driving Home for Christmas,Chris Rea,75,239946,compilation,13,FALSE,https://i.scdn.co/image/ab67616d0000b273074c5d0ef113a4c2f64fedeb
24-12-2024,14,Step Into Christmas - Remastered 1995,Elton John,85,272333,album,14,FALSE,https://i.scdn.co/image/ab67616d0000b27368f5959744717483eed212b2
24-12-2024,15,Happy Xmas (War Is Over) - Remastered 2010,John Lennon,92,214333,compilation,119,FALSE,https://i.scdn.co/image/ab67616d0000b27361a389971d7842d02b0623ab
24-12-2024,16,Merry Christmas Everyone,Shakin' Stevens,91,220160,album,13,FALSE,https://i.scdn.co/image/ab67616d0000b273d962f3b4235f8c6429a829fb
24-12-2024,17,Feliz Navidad,José Feliciano,88,182066,album,15,FALSE,https://i.scdn.co/image/ab67616d0000b273c8ac560f803bba4902f8bbc5
24-12-2024,18,Merry Christmas,Ed Sheeran & Elton John,89,208546,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b273b629026e4cf6254a90dfc414
24-12-2024,19,I Wish It Could Be Christmas Everyday,Wizzard,82,278946,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b2739c462c3958ef80ae2835540c
24-12-2024,20,Stick Season,Noah Kahan,92,182346,album,14,FALSE,https://i.scdn.co/image/ab67616d0000b2736ee35072df1af802cca09918
24-12-2024,21,Wonderful Christmastime - Edited Version / Remastered 2011,Paul McCartney,91,227653,album,19,FALSE,https://i.scdn.co/image/ab67616d0000b2733cef016d13d82873d45af84a
24-12-2024,22,Holly Jolly Christmas,Michael Bublé,83,119786,album,16,FALSE,https://i.scdn.co/image/ab67616d0000b27395517befb15ad5d63af701ab
24-12-2024,23,Snowman,Sia,94,165900,album,13,FALSE,https://i.scdn.co/image/ab67616d0000b273d1410c1372fab1e516328fa8
24-12-2024,24,Christmas (Baby Please Come Home),Darlene Love,85,166453,album,15,FALSE,https://i.scdn.co/image/ab67616d0000b2734bd42504ca3569f71af64fc8
24-12-2024,25,Mistletoe,Justin Bieber,92,182946,album,15,FALSE,https://i.scdn.co/image/ab67616d0000b273af0aff7f601df9ed6d2d531d
24-12-2024,26,The Christmas Song (Merry Christmas To You),Nat King Cole,74,190973,album,36,FALSE,https://i.scdn.co/image/ab67616d0000b273deac5adf07affb5fec422701
24-12-2024,27,One More Sleep,Leona Lewis,84,239586,album,10,FALSE,https://i.scdn.co/image/ab67616d0000b273b9eeb2705c983089c2412a80
24-12-2024,28,Merry Xmas Everybody,Slade,82,223720,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b2739603b249275507cc454d7d23
24-12-2024,29,Santa Claus Is Coming To Town,The Jackson 5,87,144013,album,11,FALSE,https://i.scdn.co/image/ab67616d0000b27308a0fe33e91b991d2c9c9cde
24-12-2024,30,DJ Play A Christmas Song,Cher,82,209106,album,13,FALSE,https://i.scdn.co/image/ab67616d0000b273975b86124c181e9477f0d154
24-12-2024,31,Christmas Lights,Coldplay,85,242495,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b2735f30d36db3dd22681531d1da
24-12-2024,32,Lovin On Me,Jack Harlow,96,138411,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b273fcf4adae77baba5d0169e8e8
24-12-2024,33,"Santa, Can’t You Hear Me",Kelly Clarkson,87,242644,album,15,FALSE,https://i.scdn.co/image/ab67616d0000b2731fa667a7a53c7072fed91a17
24-12-2024,34,Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet),Frank Sinatra,91,155453,album,14,FALSE,https://i.scdn.co/image/ab67616d0000b273df1066335619efa75889bcfc
24-12-2024,35,Winter Wonderland - Spotify Singles Holiday,Laufey,87,132800,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b273d16831527ee5c1edd9327b78
24-12-2024,36,White Christmas - 1947 Version,Bing Crosby & Fred Astaire,90,177480,album,12,FALSE,https://i.scdn.co/image/ab67616d0000b2735e8ed9b5848e7139dc087c48
24-12-2024,37,A Holly Jolly Christmas,Burl Ives,91,135533,album,12,FALSE,https://i.scdn.co/image/ab67616d0000b273efe2a536761d4f8e8401ae62
24-12-2024,38,Little Saint Nick - 1991 Remix,The Beach Boys,85,118840,album,12,FALSE,https://i.scdn.co/image/ab67616d0000b27308c270b3ef1602ff84ed2c05
24-12-2024,39,2000 Miles - 2007 Remaster,Pretenders,79,220426,album,17,FALSE,https://i.scdn.co/image/ab67616d0000b2735436a01d3b621036889cffe6
24-12-2024,40,Blue Christmas,Elvis Presley,89,129173,album,12,FALSE,https://i.scdn.co/image/ab67616d0000b273aa509be2dd24fb6c753cf292
24-12-2024,41,Run Rudolph Run,Chuck Berry,89,165733,album,20,FALSE,https://i.scdn.co/image/ab67616d0000b27339807cff601735a3dec9e24c
24-12-2024,42,"Santa Claus Is Comin' to Town - Live at C.W. Post College, Greenvale, NY - December 1975",Bruce Springsteen,86,267600,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b2736a68798b2ac41fde44823eb5
24-12-2024,43,Lonely This Christmas,Mud,78,213160,album,23,FALSE,https://i.scdn.co/image/ab67616d0000b27379fb80e5cd7fbc8be0f08b9a
24-12-2024,44,This Christmas,Donny Hathaway,74,231173,album,11,FALSE,https://i.scdn.co/image/ab67616d0000b273e0ebc1dc512103af0b79055a
24-12-2024,45,greedy,Tate McRae,98,131872,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b27322fd802bc61db666c7c81aa8
24-12-2024,46,It's Beginning to Look a Lot Like Christmas (with Mitchell Ayres & His Orchestra),Perry Como,90,155933,album,21,FALSE,https://i.scdn.co/image/ab67616d0000b273d5f598be32d3027b9578ecd6
24-12-2024,47,Stop The Cavalry,Jona Lewie,76,176360,album,20,FALSE,https://i.scdn.co/image/ab67616d0000b273323201d90d2cfe54ad0ffe87
24-12-2024,48,Santa Baby (with Henri René & His Orchestra),Eartha Kitt,79,206066,album,14,FALSE,https://i.scdn.co/image/ab67616d0000b273cfbcba7cc35a40e08e5aff67
24-12-2024,49,Strangers,Kenya Grace,95,172964,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b2734756c2e9ae436437cd75e9f3
24-12-2024,50,What Christmas Means To Me,Stevie Wonder,79,147800,compilation,14,FALSE,https://i.scdn.co/image/ab67616d0000b273a4f396e8c04c487a735ccabe
25-12-2024,1,Last Christmas - Single Version,Wham!,89,265960,album,16,FALSE,https://i.scdn.co/image/ab67616d0000b2734b68569ae3fdd6fcd0f98615
25-12-2024,2,All I Want for Christmas Is You,Mariah Carey,100,241106,album,10,FALSE,https://i.scdn.co/image/ab67616d0000b2734246e3158421f5abb75abc4f
25-12-2024,3,Rockin' Around The Christmas Tree,Brenda Lee,98,126266,album,12,FALSE,https://i.scdn.co/image/ab67616d0000b2737845f74d6db14b400fa61cd3
25-12-2024,4,It's Beginning to Look a Lot like Christmas,Michael Bublé,87,207199,album,21,FALSE,https://i.scdn.co/image/ab67616d0000b2732ead7786631d8dd3b59be4f0
25-12-2024,5,Santa Tell Me,Ariana Grande,96,204093,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b273a1db745e63940bc06985dea5
25-12-2024,6,Fairytale of New York (feat. Kirsty MacColl),The Pogues,82,272466,album,19,FALSE,https://i.scdn.co/image/ab67616d0000b273d0ccf94a2d981db731f5dab8
25-12-2024,7,Jingle Bell Rock,Bobby Helms,94,130973,single,2,FALSE,https://i.scdn.co/image/ab67616d0000b273fd56f3c7a294f5cfe51c7b17
25-12-2024,8,Let It Snow! Let It Snow! Let It Snow!,Dean Martin,95,117146,album,12,FALSE,https://i.scdn.co/image/ab67616d0000b2736d88028a85c771f37374c8ea
25-12-2024,9,It's the Most Wonderful Time of the Year,Andy Williams,79,151000,album,12,FALSE,https://i.scdn.co/image/ab67616d0000b273585897779cf3591ba0f07650
25-12-2024,10,Sleigh Ride,The Ronettes,84,181266,album,15,FALSE,https://i.scdn.co/image/ab67616d0000b2731f0d5a8ff630fd5944c3936d
25-12-2024,11,Underneath the Tree,Kelly Clarkson,86,229640,album,14,FALSE,https://i.scdn.co/image/ab67616d0000b273f54a315f1d2445791fe601a7
25-12-2024,12,Do They Know It's Christmas? - 1984 Version,Band Aid,89,222533,single,2,FALSE,https://i.scdn.co/image/ab67616d0000b273d549b09f0264901929eaa6e8
25-12-2024,13,Driving Home for Christmas,Chris Rea,75,239946,compilation,13,FALSE,https://i.scdn.co/image/ab67616d0000b273074c5d0ef113a4c2f64fedeb
25-12-2024,14,Step Into Christmas - Remastered 1995,Elton John,85,272333,album,14,FALSE,https://i.scdn.co/image/ab67616d0000b27368f5959744717483eed212b2
25-12-2024,15,Happy Xmas (War Is Over) - Remastered 2010,John Lennon,92,214333,compilation,119,FALSE,https://i.scdn.co/image/ab67616d0000b27361a389971d7842d02b0623ab
25-12-2024,16,Merry Christmas Everyone,Shakin' Stevens,91,220160,album,13,FALSE,https://i.scdn.co/image/ab67616d0000b273d962f3b4235f8c6429a829fb
25-12-2024,17,Feliz Navidad,José Feliciano,88,182066,album,15,FALSE,https://i.scdn.co/image/ab67616d0000b273c8ac560f803bba4902f8bbc5
25-12-2024,18,Wonderful Christmastime - Edited Version / Remastered 2011,Paul McCartney,91,227653,album,19,FALSE,https://i.scdn.co/image/ab67616d0000b2733cef016d13d82873d45af84a
25-12-2024,19,I Wish It Could Be Christmas Everyday,Wizzard,82,278946,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b2739c462c3958ef80ae2835540c
25-12-2024,20,Holly Jolly Christmas,Michael Bublé,83,119786,album,16,FALSE,https://i.scdn.co/image/ab67616d0000b27395517befb15ad5d63af701ab
25-12-2024,21,Snowman,Sia,94,165900,album,13,FALSE,https://i.scdn.co/image/ab67616d0000b273d1410c1372fab1e516328fa8
25-12-2024,22,Merry Christmas,Ed Sheeran & Elton John,89,208546,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b273b629026e4cf6254a90dfc414
25-12-2024,23,Christmas (Baby Please Come Home),Darlene Love,85,166453,album,15,FALSE,https://i.scdn.co/image/ab67616d0000b2734bd42504ca3569f71af64fc8
25-12-2024,24,The Christmas Song (Merry Christmas To You),Nat King Cole,75,190973,album,36,FALSE,https://i.scdn.co/image/ab67616d0000b273deac5adf07affb5fec422701
25-12-2024,25,Mistletoe,Justin Bieber,92,182946,album,15,FALSE,https://i.scdn.co/image/ab67616d0000b273af0aff7f601df9ed6d2d531d
25-12-2024,26,Santa Claus Is Coming To Town,The Jackson 5,87,144013,album,11,FALSE,https://i.scdn.co/image/ab67616d0000b27308a0fe33e91b991d2c9c9cde
25-12-2024,27,Merry Xmas Everybody,Slade,82,223720,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b2739603b249275507cc454d7d23
25-12-2024,28,One More Sleep,Leona Lewis,84,239586,album,10,FALSE,https://i.scdn.co/image/ab67616d0000b273b9eeb2705c983089c2412a80
25-12-2024,29,Christmas Lights,Coldplay,86,242495,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b2735f30d36db3dd22681531d1da
25-12-2024,30,DJ Play A Christmas Song,Cher,83,209106,album,13,FALSE,https://i.scdn.co/image/ab67616d0000b273975b86124c181e9477f0d154
25-12-2024,31,Winter Wonderland - Spotify Singles Holiday,Laufey,87,132800,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b273d16831527ee5c1edd9327b78
25-12-2024,32,Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet),Frank Sinatra,91,155453,album,14,FALSE,https://i.scdn.co/image/ab67616d0000b273df1066335619efa75889bcfc
25-12-2024,33,White Christmas - 1947 Version,Bing Crosby & Fred Astaire,90,177480,album,12,FALSE,https://i.scdn.co/image/ab67616d0000b2735e8ed9b5848e7139dc087c48
25-12-2024,34,"Santa, Can’t You Hear Me",Kelly Clarkson,87,242644,album,15,FALSE,https://i.scdn.co/image/ab67616d0000b2731fa667a7a53c7072fed91a17
25-12-2024,35,A Holly Jolly Christmas,Burl Ives,91,135533,album,12,FALSE,https://i.scdn.co/image/ab67616d0000b273efe2a536761d4f8e8401ae62
